ProbeID	Chr	Locus	LRS	MaxLODpvalue	p001	p05	p10
1416077_at	1	gnf01.063.789	8.791141	0.791000	24.802110	16.625470	15.200999
1416078_s_at	12	rs6170344	6.130917	0.983000	21.914696	14.577607	13.648022
1416079_a_at	5	rs6237838	8.205559	0.593000	17.954026	12.322162	11.444525
1416080_at	14	rs3723413	10.111478	0.512000	21.860100	15.818598	14.156500
1416081_at	2	rs13476350	19.454780	0.025000	26.153309	17.689203	15.935923
1416082_at	5	rs3657916	10.710162	0.573000	30.084736	17.893064	15.726992
1416085_s_at	X	CEL-X_9031623	9.118430	0.633000	18.455902	14.433872	13.313652
1416086_at	5	rs3719767	21.666535	0.005667	23.750927	16.702857	15.083033
1416087_at	14	rs13482263	11.296161	0.322000	20.457708	15.221414	14.067788
1416088_a_at	1	rs13476267	9.322924	0.632000	23.097382	14.938620	13.730387
1416089_at	2	rs3681655	7.315744	0.848000	22.113429	14.076466	12.518845
1416090_at	19	rs6185741	7.907604	0.886000	23.907050	15.987762	14.437270
1416091_at	5	rs3662682	12.820631	0.196000	25.081927	16.247481	14.389454
1416092_a_at	18	rs13483183	13.695658	0.122000	21.387332	15.661317	14.049942
1416093_a_at	8	rs13479605	15.399207	0.045000	26.805587	15.191892	13.718806
1416094_at	8	rs6343961	11.881785	0.313000	25.223248	15.657144	14.388095
1416096_at	2	rs3660779	7.419201	0.906000	28.279266	14.901293	13.563550
1416097_at	12	rs13481599	11.471759	0.373000	23.747677	16.119996	14.717130
1416098_at	17	rs3023864	12.472615	0.255000	22.069955	15.879666	14.287488
1416100_at	5	D5Mit388	7.702696	0.759000	17.349805	12.842523	11.839488
1416101_a_at	13	rs13459139	9.575280	0.678000	24.712631	17.073838	15.484337
1416103_at	1	rs6263067	8.758688	0.538000	17.234826	12.478378	11.570095
1416104_at	11	rs13481087	22.369116	0.006000	24.301930	17.541921	15.529899
1416105_at	17	rs13482934	12.914541	0.231000	24.339346	16.310353	14.728588
1416106_at	14	rs3710916	12.766911	0.201000	20.856053	15.724444	14.305694
1416107_at	12	rs13481599	12.073518	0.296000	23.867949	16.302154	14.567580
1416108_a_at	8	rs13479605	8.600017	0.815000	27.877881	16.636989	14.943122
1416109_at	11	rs3673722	8.928872	0.709000	19.682835	15.393874	14.262851
1416110_at	11	rs3023249	16.620558	0.042000	25.866584	16.242636	14.655193
1416111_at	8	rs6400423	6.905026	0.975000	27.378839	16.915273	15.369053
1416112_at	1	rs6154379	11.796619	0.182000	19.863207	14.078690	12.736793
1416113_at	2	rs3709716	7.902404	0.905000	24.682961	17.015439	15.398284
1416114_at	3	mCV22953681	7.961525	0.638000	19.028533	12.483037	11.518260
1416115_at	2	CEL-2_50605053	9.868164	0.560000	21.395244	15.438177	14.269356
1416116_at	4	CEL-4_34185403	20.810664	0.002000	22.077702	14.830328	13.507720
1416117_at	4	CEL-4_34185403	7.510617	0.379000	14.493078	10.245325	9.528659
1416118_at	3	rs13477176	22.230013	0.005500	26.785686	17.181569	15.555424
1416120_at	12	rs3685299	11.942742	0.352000	27.511690	17.199645	15.239570
1416121_at	8	rs6343961	10.602803	0.309000	27.440197	14.195957	12.861023
1416122_at	6	gnf06.122.747	14.147700	0.079000	21.109070	15.018029	13.641372
1416123_at	6	rs13479023	14.031481	0.018000	20.440425	12.372324	11.247589
1416124_at	5	rs3664617	10.495610	0.545000	20.835218	16.361446	14.901643
1416125_at	14	rs13482225	14.251255	0.153000	23.656281	17.119195	15.288300
1416126_at	2	rs6206791	13.466521	0.069000	21.048988	14.148919	12.935778
1416127_a_at	1	rs13475920	11.730438	0.179000	18.903573	14.147094	13.011336
1416129_at	14	rs3692863	15.004999	0.066000	20.087878	15.458249	14.101588
1416130_at	15	rs13482609	8.806856	0.747000	20.687963	15.795584	14.073298
1416131_s_at	10	rs13480575	12.501713	0.299000	24.841441	16.972883	15.241382
1416132_at	5	CEL-5_3149134	14.316940	0.197000	31.821925	18.154627	16.330087
1416133_at	5	rs3703261	14.623661	0.081000	26.016309	15.510828	14.043587
1416134_at	6	gnf06.096.938	7.214574	0.961000	30.337986	17.235217	15.329475
1416135_at	8	rs13480026	7.933592	0.880000	22.484228	15.863047	14.475281
1416136_at	1	rs13476069	8.703269	0.761000	20.616363	15.255951	13.704146
1416137_at	14	rs3710916	17.878069	0.013000	25.650689	14.725919	13.215258
1416138_at	14	rs3710916	21.640223	0.002400	23.017724	15.340678	13.910725
1416139_at	8	rs13479605	7.910556	0.619000	20.627806	11.712616	10.854880
1416140_a_at	9	rs3705403	9.887736	0.390000	22.244745	13.611264	12.332225
1416143_at	12	rs13481566	8.198179	0.690000	18.455553	13.441259	12.366589
1416144_a_at	5	rs13478563	12.349985	0.278000	25.313727	16.690739	15.096921
1416145_at	5	rs3662682	9.187548	0.731000	24.819515	16.104556	14.631161
1416146_at	14	rs3710916	10.195739	0.589000	27.559788	16.317933	15.050000
1416147_at	9	rs13480365	7.260231	0.862000	17.434443	13.140550	11.976180
1416148_at	14	rs3689508	8.945058	0.786000	26.982250	16.601092	14.867593
1416149_at	12	rs3689063	7.131642	0.967000	29.944184	17.098326	15.230969
1416151_at	1	rs3682996	9.693189	0.690000	29.876785	17.652205	15.672844
1416152_a_at	1	rs13476267	15.329262	0.126000	30.422234	17.382347	15.891917
1416156_at	14	gnf14.013.298	10.701611	0.508000	29.242748	16.928549	15.197585
1416157_at	15	rs13482609	13.124553	0.250000	28.801291	17.392360	15.682048
1416158_at	5	rs6256752	8.001702	0.919000	33.506346	17.533415	15.860744
1416159_at	2	rs3681655	12.500548	0.214000	22.892966	15.520296	14.199809
1416160_at	2	rs13476467	12.946371	0.130000	24.382086	14.604748	13.393487
1416161_at	18	rs13483377	13.230353	0.189000	28.968261	16.090957	14.760719
1416162_at	4	rs6404906	12.128209	0.210000	22.384385	14.679078	13.458324
1416163_at	9	rs3725272	11.670461	0.277000	20.168308	14.819136	13.765996
1416164_at	10	rs13480733	15.290975	0.035000	20.377958	14.613816	13.464130
1416165_at	14	rs3692863	11.429485	0.413000	24.804509	16.533988	15.163150
1416166_a_at	2	rs4223510	10.085315	0.478000	23.743259	15.348484	13.582630
1416167_at	9	rs8254361	9.692242	0.637000	27.013024	16.745953	15.025838
1416168_at	11	rs3715924	10.309557	0.511000	21.922712	15.616931	14.382463
1416169_at	15	rs13482498	9.537185	0.662000	23.455705	16.785483	14.992126
1416170_at	14	rs13482263	8.912855	0.707000	20.186238	14.732460	13.396545
1416172_at	12	rs6170344	9.492236	0.355000	21.623798	13.066324	11.794644
1416173_at	4	rs3023009	11.175405	0.362000	21.981109	15.318781	14.099926
1416174_at	2	rs6331493	21.688992	0.016000	29.604589	18.248388	16.163239
1416178_a_at	7	rs13479460	17.161779	0.036000	24.380034	16.519741	14.939522
1416179_a_at	5	rs13478563	11.911426	0.400000	32.235519	17.580492	15.847204
1416180_a_at	12	rs13481599	11.649228	0.406000	25.365166	17.086974	15.197368
1416181_at	2	rs13459060	7.961897	0.781000	21.633716	13.761966	12.540120
1416182_at	1	rs13475891	12.070949	0.224000	23.605214	14.823821	13.504099
1416183_a_at	12	rs13481599	6.618279	0.967000	21.240411	13.925284	12.974965
1416185_a_at	10	rs6237927	6.492520	0.974000	22.093985	14.604671	13.497987
1416186_at	4	CEL-4_95227224	11.631078	0.324000	23.252009	15.679469	14.388402
1416187_s_at	5	rs3664617	11.183306	0.473000	25.070468	16.819818	15.242621
1416188_at	19	mCV23482939	8.318207	0.859000	22.689578	15.940683	14.661194
1416189_a_at	10	rs13480570	10.888762	0.223000	18.004910	13.218846	12.058928
1416190_a_at	19	rs3700209	7.394450	0.923000	19.070382	14.589615	13.502973
1416191_at	15	D15Mit63	9.247557	0.721000	27.820751	16.474750	14.654103
1416192_at	7	rs13479163	21.594016	0.010000	27.138082	17.770953	15.890307
1416193_at	2	rs13459060	8.625803	0.682000	21.478977	13.886267	12.708939
1416194_at	14	rs3710916	8.757903	0.394000	19.462616	12.126609	11.095213
1416195_at	11	rs13481150	10.042680	0.531000	21.596608	15.437598	14.210719
1416196_at	15	rs13482635	7.660044	0.929000	22.193035	16.562365	14.748664
1416198_at	10	rs6237927	8.581715	0.774000	21.757542	15.445416	14.143997
1416199_at	8	rs6373291	18.372146	0.011000	25.929591	15.983216	14.498387
1416200_at	X	CEL-X_9031623	14.029608	0.133000	24.746324	16.196253	14.727668
1416201_at	12	rs6170344	9.202103	0.505000	18.147891	13.195974	12.379190
1416202_at	9	rs3725272	7.426588	0.868000	18.620074	12.951780	12.101013
1416203_at	6	rs3663024	9.328894	0.647000	23.088323	14.996650	13.747106
1416204_at	12	rs3685299	10.896946	0.456000	26.899855	16.040103	14.507884
1416205_at	9	gnf09.110.002	26.522759	0.000909	26.512254	17.069523	15.295234
1416206_at	1	gnf01.063.789	8.739800	0.770000	26.183946	15.645784	14.089050
1416207_at	12	rs3716547	9.434315	0.694000	30.132239	15.703425	14.283024
1416208_at	2	CEL-2_18096278	8.808257	0.834000	27.509027	17.368677	15.538923
1416210_at	5	D5Mit388	8.053940	0.794000	23.663853	14.268261	12.903971
1416211_a_at	X	CEL-X_9031623	8.452709	0.806000	21.019585	14.892445	13.641242
1416212_at	5	D5Mit388	6.660218	0.947000	18.887256	13.292380	12.156322
1416213_x_at	14	UT_9_81.82101	9.106630	0.682000	24.498346	15.087968	14.038125
1416214_at	14	rs3692863	8.298285	0.809000	21.918638	15.973309	14.373178
1416215_at	14	rs3689508	12.857796	0.128000	18.709598	14.376836	13.321848
1416216_at	14	rs3689508	5.921105	0.974000	18.353807	12.308420	11.207674
1416218_x_at	12	rs6170344	12.016640	0.320000	24.143238	16.538626	14.977838
1416220_at	X	CEL-X_9031623	7.168126	0.947000	22.983530	14.802295	13.691228
1416221_at	3	mCV22953681	7.517155	0.917000	23.393637	15.446942	14.197176
1416222_at	3	gnf03.051.587	11.994679	0.144000	18.029296	13.952474	12.803694
1416223_at	11	rs13481045	9.913445	0.476000	19.520727	14.238026	13.173523
1416224_at	10	rs13480570	7.797016	0.816000	20.298014	13.731963	12.626976
1416225_at	5	rs3656989	9.395983	0.620000	27.379212	15.558323	14.347343
1416226_at	14	rs13482225	9.228529	0.766000	27.334599	17.783710	16.317843
1416227_at	8	rs13479605	8.989827	0.671000	22.189972	14.226104	13.022048
1416228_at	10	rs6237927	10.219875	0.510000	24.179339	15.283448	13.933857
1416229_at	19	rs3686467	25.350228	0.000323	23.737290	16.111075	14.577349
1416230_at	19	rs3686467	34.166250	0.000012	25.485531	16.835697	15.215578
1416231_at	10	rs6237927	7.287699	0.748000	23.380912	12.304510	11.174183
1416232_at	5	rs3703261	7.832133	0.898000	23.890614	15.676408	14.324981
1416233_at	8	rs6182338	8.621819	0.614000	17.946572	13.685175	12.477971
1416234_at	10	rs6237927	6.885959	0.841000	16.839526	11.706201	11.010246
1416235_at	18	rs4231742	10.715530	0.439000	24.207311	15.777585	14.425158
1416236_a_at	9	rs3665911	18.460992	0.021000	26.133488	16.571540	14.970304
1416237_at	8	rs6399377	8.017587	0.784000	24.677840	13.765675	12.683967
1416238_at	9	rs8254361	16.070919	0.101000	28.163948	17.765789	16.102065
1416239_at	15	CEL-15_93879270	8.115329	0.908000	27.653797	16.467098	15.133409
1416240_at	4	CEL-4_95227224	7.062118	0.982000	27.015496	17.118348	15.424387
1416241_at	5	D5Mit388	8.995010	0.474000	18.415073	12.698264	11.643951
1416242_at	18	rs13483377	10.378866	0.536000	24.663234	16.218457	14.625941
1416244_a_at	13	rs3724755	9.193801	0.676000	24.054684	15.851321	14.659477
1416245_at	10	rs13480802	8.744112	0.661000	26.299731	14.328601	13.174157
1416246_a_at	10	rs6237927	7.557973	0.892000	24.683783	15.005688	13.583406
1416247_at	4	rs6398138	45.661446	0.000001	26.716390	16.978478	15.284295
1416248_at	9	rs3705403	7.899078	0.683000	15.839302	12.457140	11.520619
1416249_at	9	rs3705403	7.901829	0.913000	29.087689	16.594531	14.978764
1416250_at	2	rs13476358	12.969815	0.275000	32.288847	17.415213	15.767823
1416251_at	1	rs6263067	42.913573	0.000026	30.383615	18.460049	16.475005
1416252_at	19	rs6237466	6.783328	0.945000	20.264300	14.350988	12.935222
1416253_at	2	rs13476419	8.450075	0.805000	21.149712	15.512485	14.318760
1416254_a_at	9	rs3705403	9.394498	0.472000	19.561027	13.931569	12.390013
1416255_at	16	rs4151928	15.389651	0.097000	28.117234	17.233362	15.250995
1416256_a_at	14	rs13482263	9.771738	0.467000	21.147593	14.134720	12.876310
1416257_at	8	rs6400423	10.459069	0.261000	19.432583	12.747986	12.116222
1416258_at	11	rs3673722	8.928023	0.464000	19.109713	12.817777	11.807358
1416259_at	11	rs13481150	8.406312	0.850000	22.728870	15.787280	14.096733
1416260_a_at	19	rs6191324	8.966804	0.791000	24.170297	16.844317	15.128599
1416261_at	1	rs3687595	10.167668	0.461000	18.891306	14.205933	13.122323
1416262_at	12	rs6170344	9.335660	0.680000	20.595225	15.355133	14.162385
1416263_at	11	rs3673722	7.954842	0.880000	25.015994	15.676557	14.356511
1416264_at	15	D15Mit63	6.744640	0.986000	28.360534	17.115184	15.267478
1416265_at	10	rs13480802	11.502085	0.153000	23.054138	13.664624	12.423453
1416266_at	5	D5Mit188	10.443910	0.317000	17.385536	13.210853	12.301394
1416268_at	12	rs6170344	7.997896	0.796000	25.566318	14.438297	13.038735
1416269_at	1	rs13476267	11.239078	0.438000	24.304507	16.765978	15.116707
1416270_at	8	rs6400423	7.590149	0.895000	21.188799	14.365464	13.362010
1416271_at	16	rs4221305	9.349466	0.703000	25.282293	16.798945	15.084111
1416272_at	8	rs13479605	10.755242	0.465000	26.151165	16.291945	14.544365
1416273_at	8	rs13479605	7.813855	0.597000	19.068832	11.679277	10.783861
1416274_at	5	rs6256752	12.550925	0.267000	23.103014	16.596005	14.951237
1416275_at	8	rs6343961	12.749135	0.046000	21.064896	12.685911	11.695461
1416278_a_at	9	rs3703662	6.448284	0.985000	26.774434	16.091882	14.628034
1416279_at	17	rs13482864	6.530604	0.971000	17.963132	13.118164	12.185430
1416280_at	7	rs13479153	18.032058	0.001625	18.314312	13.410168	12.274287
1416281_at	19	D19Mit40	8.133577	0.796000	22.873316	14.899949	13.302677
1416282_at	10	rs6237927	7.059725	0.913000	23.546115	13.909909	12.681468
1416283_at	14	rs13482225	8.588776	0.584000	17.817289	12.813801	11.873015
1416284_at	1	rs13476267	8.525351	0.579000	25.266628	13.062608	11.866701
1416285_at	18	rs13483446	5.835261	0.978000	18.209083	12.687514	11.850781
1416286_at	4	rs13478089	14.467336	0.126000	32.281718	16.648625	15.299160
1416287_at	12	rs13481599	11.515515	0.356000	21.329344	16.357534	15.036338
1416289_at	10	CEL-10_86185623	9.057115	0.301000	13.644352	11.230435	10.464828
1416290_a_at	5	rs6284348	13.613352	0.227000	29.681516	18.318600	16.024924
1416291_at	1	gnf01.107.327	9.211046	0.482000	20.431834	13.771768	12.337664
1416292_at	19	rs6193060	16.100306	0.101000	26.407708	17.829521	16.104094
1416293_at	8	rs13479605	9.332225	0.721000	21.366964	15.817529	14.465206
1416294_at	14	rs13482218	12.115736	0.179000	22.654423	14.813432	13.311876
1416295_a_at	15	rs13482609	7.326511	0.920000	28.827691	14.954910	13.606301
1416296_at	12	rs6170344	11.073080	0.453000	25.502827	16.521085	14.942754
1416297_s_at	8	rs13479605	8.294984	0.719000	19.112080	14.329966	13.020172
1416298_at	2	rs13476419	7.757883	0.892000	21.456720	15.169111	14.133196
1416299_at	5	CEL-5_3149134	11.401424	0.356000	24.680108	15.667120	14.211122
1416300_a_at	10	CEL-10_86482491	12.211633	0.267000	22.304689	15.745501	14.664214
1416301_a_at	2	rs13476358	8.785857	0.836000	27.279411	17.501273	15.738714
1416302_at	11	rs3664950	7.133588	0.950000	21.556197	15.381059	14.264108
1416303_at	1	mCV23431007	15.627175	0.095000	25.539170	17.490670	15.468322
1416304_at	10	rs13480734	15.322556	0.115000	26.561365	17.710186	15.618180
1416305_at	1	gnf01.116.283	10.406083	0.495000	24.789834	15.219892	14.098940
1416306_at	2	rs13476427	10.001603	0.317000	21.811832	13.074626	12.021493
1416307_at	1	rs3687595	9.757013	0.359000	18.869852	13.197827	12.249604
1416308_at	7	CEL-7_36442524	9.240829	0.566000	22.338786	13.716575	12.772436
1416309_at	8	rs13479605	9.279787	0.702000	22.413164	16.049523	14.670727
1416310_at	10	rs3664101	14.611234	0.139000	27.905846	16.791599	15.401969
1416312_at	8	rs13479605	10.284310	0.341000	19.662420	14.029041	12.750186
1416313_at	1	rs3682996	19.946769	0.006000	25.173532	15.423286	13.918828
1416314_at	8	rs13479605	14.605103	0.125000	27.816972	17.236873	15.216217
1416315_at	14	rs3692863	11.126836	0.308000	22.037350	15.049183	13.371366
1416316_at	14	rs13482348	8.322443	0.863000	23.910931	16.359147	15.043522
1416317_a_at	15	D15Mit63	11.390656	0.418000	22.576711	15.802867	14.540708
1416318_at	5	rs13478357	14.771728	0.104000	24.226050	15.986056	14.931066
1416319_at	14	rs3689508	13.580583	0.204000	27.377596	17.100053	15.447651
1416320_at	15	CEL-15_93879270	7.816814	0.878000	22.155097	15.924411	14.116266
1416321_s_at	1	rs13475970	14.301521	0.112000	30.865471	15.936516	14.557265
1416322_at	1	rs3682996	9.631945	0.669000	22.146793	16.329109	14.889231
1416323_at	5	CEL-5_3149134	11.586745	0.328000	23.973914	15.794912	14.586364
1416324_s_at	19	rs3658400	9.106216	0.725000	24.273646	15.544491	14.199884
1416325_at	11	rs13480951	10.457136	0.554000	25.107105	17.184159	15.100885
1416326_at	12	rs6170344	9.962853	0.561000	27.044415	15.891474	14.550084
1416327_at	5	rs6237838	12.862391	0.111000	22.119424	14.392929	12.998296
1416328_a_at	14	rs3689508	11.438950	0.426000	24.611951	16.517857	15.182140
1416329_at	5	CEL-5_3149134	11.442866	0.448000	26.408574	17.963959	15.975325
1416330_at	4	rs13477804	8.814473	0.691000	22.425407	15.173560	13.354074
1416331_a_at	2	rs13476427	8.434337	0.683000	18.350397	13.345779	12.444268
1416332_at	2	rs13459060	11.653640	0.286000	26.959199	15.184997	13.922901
1416333_at	8	rs13479605	7.420496	0.954000	25.426872	16.764271	15.085543
1416334_at	9	rs8254393	59.491908	0.000000	29.097913	18.038510	16.140716
1416336_s_at	1	rs8242766	20.734181	0.000400	19.329024	14.286947	13.103826
1416338_at	18	rs3713935	11.143396	0.377000	23.007624	15.661915	14.326153
1416339_a_at	14	rs3692863	8.916775	0.541000	22.525814	13.760328	12.340439
1416340_a_at	8	rs13479891	21.952915	0.014000	27.279084	17.726149	15.634374
1416342_at	8	rs13480011	13.597023	0.164000	26.095861	15.964751	14.648811
1416343_a_at	5	rs6276465	13.378823	0.188000	23.856137	16.161087	14.729899
1416344_at	2	rs6305730	12.103888	0.363000	27.200849	17.963263	15.953591
1416347_at	10	rs6237927	6.894304	0.972000	23.353152	16.650355	14.842809
1416348_at	14	UT_9_81.82101	9.358514	0.576000	21.458374	14.909329	13.403571
1416349_at	17	D17Mit49	10.104530	0.644000	28.988349	17.933144	15.795380
1416350_at	2	UT_2_119.151187	12.393404	0.279000	23.613637	16.695972	15.046279
1416351_at	10	gnf10.025.923	8.746771	0.779000	27.624607	15.956881	14.287093
1416352_s_at	8	rs13479987	8.375321	0.279000	15.753083	10.657176	9.722806
1416353_at	10	rs6237927	6.869975	0.946000	24.250235	13.898091	12.924361
1416354_at	1	rs8242766	18.690976	0.017000	29.894497	16.764301	14.810928
1416355_at	1	rs3687595	10.870939	0.428000	23.380134	15.639062	14.352866
1416356_at	1	rs13476281	12.193151	0.154000	19.135878	13.996611	12.897738
1416357_a_at	11	rs3693664	8.705893	0.825000	27.489486	16.461472	15.119102
1416358_at	17	rs6310831	7.291739	0.940000	23.317176	15.183854	13.840793
1416359_at	19	D19Mit40	7.040566	0.784000	17.610290	11.503222	10.773365
1416360_at	7	rs13479416	9.951911	0.536000	25.735974	15.254507	14.007770
1416361_a_at	18	rs13483377	10.513155	0.421000	22.646651	15.021561	13.810541
1416362_a_at	5	D5Mit388	9.401621	0.411000	17.023870	12.951060	12.036779
1416363_at	14	rs3689508	10.616348	0.131000	17.531995	12.236087	11.083060
1416364_at	1	gnf01.063.789	10.283505	0.465000	22.613676	15.126511	13.838829
1416365_at	9	rs3023208	6.160099	0.978000	20.827776	13.791912	12.628191
1416366_at	7	rs13479416	24.084373	0.002500	25.377642	17.463070	15.817106
1416367_at	9	rs3703662	7.297965	0.931000	23.591444	15.619067	14.201586
1416368_at	9	D9Mit11	14.931851	0.037000	22.442065	14.424818	13.196635
1416369_at	19	D19Mit40	8.823804	0.797000	27.170337	16.558027	15.005243
1416370_at	13	rs3724755	7.288284	0.744000	17.664044	12.103354	11.120639
1416371_at	9	rs13459114	7.877010	0.920000	33.963664	17.969139	15.724856
1416372_at	13	rs13481845	15.158866	0.054000	22.428545	15.266265	13.866832
1416373_at	10	rs13480796	8.909484	0.732000	20.982745	15.452173	14.086839
1416375_at	17	rs13482930	10.369828	0.535000	25.619294	16.623977	14.953524
1416377_at	12	rs13481565	11.108324	0.287000	19.283881	14.451047	13.179987
1416378_at	7	rs13479226	10.874151	0.181000	23.013323	12.916710	11.767825
